24146,175855
1,25148
2,27922
3,28524
4,30333
5,26406
6,23831
7,23764
8,22841
9,21530
10,24639
11,24326
12,26304
13,24277
14,24235
15,25696
16,31452
17,25791
18,26948
19,26700
20,26896
21,25948
22,28013
23,29681
24,26603
25,27189
26,27948
27,28710
28,29647
29,27679
30,26051
31,24341
32,25001
33,27283
34,27369
35,29106
36,29687
37,25629
38,23497
39,22050
40,26216
41,27760
42,25530
43,27472
44,27047
45,27194
46,28072
47,28138
48,24330
49,26060
50,30665
51,28643
52,31080
53,29284
54,29024
55,24824
56,28404
57,29785
58,33389
59,26440
60,27140
61,22796
62,27738
63,27867
64,26233
65,22688
66,23661
67,23597
68,22309
69,23838
70,22757
71,22375
72,23144
73,26827
74,23962
75,27311
76,26979
77,29447
78,29284
79,31058
80,30603
81,21756
82,22394
83,22884
84,23071
85,22783
86,22833
87,24502
88,27238
89,24122
90,25340
91,24354
92,24290
93,24607
94,25398
95,25751
96,24667
97,27465
98,32644
99,24394
100,25634
101,25834
102,23567
103,26506
104,29358
105,27075
106,27974
107,21399
108,26814
109,27417
110,26517
111,25656
112,24409
113,25165
114,23744
115,24505
116,28402
117,25562
118,23853
119,25920
120,23217
121,24942
122,23536
123,25260
124,28695
125,30321
126,28232
127,22455
128,26812
129,22951
130,26825
131,25381
132,27641
133,26777
134,22453
135,18849
136,19925
137,20082
138,24578
139,21515
140,21814
141,25093
142,25105
143,22869
144,25650
145,19558
146,19528
147,18111
148,25983
149,22175
150,19955
151,19328
152,22862
153,20812
154,22161
155,23461
156,22370
157,25818
158,25144
159,22307
160,24201
161,25045
162,23428
163,23575
164,23220
165,22354
166,22815
167,23510
168,22344
169,23459
170,23414
171,24565
172,25938
173,24509
174,26206
175,21511
176,23703
177,26677
178,26224
179,25387
180,28175
181,22642
182,25227
183,23616
184,24424
185,28557
186,27865
187,25866
188,26023
189,23623
190,26593
191,21933
192,24664
193,22711
194,23584
195,25732
196,24376
197,29078
198,30948
199,28769
