148424,0
1,2107
2,2170
3,2045
4,2184
5,2111
6,2031
7,2161
8,2112
9,2024
10,1966
11,1895
12,1765
13,1772
14,1935
15,1918
16,1858
17,1715
18,1774
19,1641
20,1800
21,1743
22,1695
23,1687
24,1668
25,1738
26,1830
27,1694
28,1615
29,1510
30,1371
31,1657
32,1472
33,1498
34,1458
35,1450
36,1426
37,1240
38,1255
39,1123
40,1040
41,886
42,1306
43,1244
44,1247
45,1501
46,1628
47,1868
48,1836
49,1897
50,2080
51,1982
52,2124
53,2258
54,2189
55,2079
56,2033
57,2198
58,2238
59,2229
60,2302
61,2209
62,2210
63,2160
64,2270
65,2225
66,2384
67,2516
68,2566
69,2429
70,2256
71,2233
72,2576
73,2597
74,2585
75,3036
76,3368
77,3402
78,3420
79,3252
80,3563
81,3588
82,3708
83,3626
84,3685
85,3802
86,3460
87,3655
88,3686
89,3706
90,3642
91,3574
92,3426
93,3452
94,3618
95,3565
96,3591
97,3561
98,3719
99,3706
100,3625
101,3824
102,3833
103,3910
104,3772
105,3669
106,3838
107,3635
108,3655
109,3544
110,3479
111,3521
112,3760
113,3717
114,3526
115,3794
116,3759
117,3783
118,3684
119,3707
120,3758
121,3768
122,3811
123,3904
124,3798
125,3691
126,3618
127,3876
128,3757
129,3658
130,3651
131,3520
132,3506
133,3634
134,3503
135,3544
136,3415
137,3453
138,3490
139,3407
140,3470
141,3603
142,3733
143,3730
144,3672
145,3678
146,3447
147,3656
148,3581
149,3684
150,3563
151,3852
152,3867
153,3856
154,3923
155,3995
156,3952
157,4075
158,4000
159,3962
160,3904
161,3815
162,4082
163,4144
164,4167
165,4271
166,4292
167,4157
168,4151
169,4072
170,3914
171,4035
172,4289
173,4506
174,4588
175,4707
176,4606
177,4363
178,4224
179,4329
180,4381
181,4109
182,4014
183,4134
184,4135
185,4213
186,3860
187,4070
188,3890
189,4028
190,3929
191,4025
192,3998
193,4040
194,4211
195,4008
196,4098
197,4104
198,3964
199,4009
200,3946
201,3981
202,3985
203,3973
204,3811
205,3763
206,3797
207,3919
208,3919
209,4026
210,3920
211,4085
212,3806
213,3799
214,3738
215,3778
216,3506
217,3693
218,3780
219,3801
220,3820
221,3871
222,3885
223,3881
224,3751
225,3938
226,3921
227,3944
228,3907
229,3926
230,4040
231,4039
232,4063
233,4140
234,4022
235,4196
236,4275
237,4478
238,4318
239,4139
240,4159
241,4352
242,4233
243,4420
244,4463
245,4417
246,4398
247,4434
248,4422
249,4316
250,4157
251,4162
252,4360
253,4217
254,4388
255,4683
256,4933
257,4719
258,5118
259,5576
260,5793
261,5284
262,5294
263,5137
264,5006
265,5161
266,5401
267,6020
268,5912
269,6026
270,5625
271,5280
272,4935
273,5100
274,5473
275,4880
276,4905
277,5328
278,5336
279,5070
280,5980
281,6660
282,6308
283,6783
284,6403
285,6655
286,7084
287,6672
288,6866
289,7018
290,7095
291,6805
292,6357
293,6242
294,5450
295,5910
296,5591
297,5598
298,6025
299,5004
300,4963
301,5227
302,5657
303,6012
304,5681
305,5407
306,5458
307,5304
308,4995
309,5232
310,5272
311,5362
312,5127
313,4912
314,4743
315,5088
316,4905
317,4464
318,4681
319,4724
320,4668
321,4578
322,4469
323,4686
324,4592
325,4516
326,4317
327,4262
328,4437
329,4469
330,4653
331,4478
332,4400
333,4402
334,4305
335,4376
336,4395
337,4160
338,4176
339,4154
340,4286
341,3993
342,4010
343,4094
344,4112
345,4064
346,4032
347,4318
348,4032
349,3944
350,4257
351,4132
352,4232
353,4342
354,4229
355,4234
356,4349
357,4597
358,4439
359,4248
360,4247
361,4622
362,4343
363,4412
364,4259
365,4630
366,4477
367,4564
368,4414
369,4628
370,4553
371,4639
372,4797
373,4538
374,4413
375,4384
376,4497
377,4671
378,4502
379,4566
380,4605
381,4292
382,4224
383,4128
384,4171
385,4193
386,4242
387,4359
388,4128
389,3822
390,4142
391,4507
392,4677
393,4325
394,4425
395,4739
396,4345
397,4438
398,4627
399,4563
400,4586
401,4503
402,4253
403,4328
404,4385
405,4604
406,4645
407,4579
408,4435
409,4539
410,4736
411,4563
412,4468
413,4524
414,4611
415,4887
416,5081
417,4715
418,4799
419,4732
420,4482
421,4592
422,4733
423,4584
424,4825
425,4588
426,5098
427,5204
428,5032
429,5289
430,6052
431,6170
432,6636
433,6185
434,6612
435,6842
436,6530
437,6508
438,6662
439,6661
440,7017
441,7179
442,7354
443,8247
444,7548
445,7018
446,6850
447,6488
448,5824
449,5438
450,5659
451,5798
452,5675
453,5563
454,5312
455,5380
456,5575
457,6302
458,6686
459,6902
460,6609
461,6498
462,6510
463,6255
464,6552
465,6134
466,6298
467,6277
468,5898
469,6868
470,6395
471,6505
472,6048
473,6302
474,6274
475,6731
476,7272
477,7693
478,7748
479,8408
480,7153
481,7083
482,6741
483,7580
484,6115
485,6888
486,6705
487,6484
488,6163
489,6438
490,6244
491,7007
492,7130
493,6908
494,6541
495,6814
496,7553
497,7312
498,7837
499,7640
