24146,1
1,174853
2,172079
3,171477
4,169668
5,173595
6,176170
7,176237
8,177160
9,178471
10,175362
11,175675
12,173697
13,175724
14,175766
15,174305
16,168549
17,174210
18,173053
19,173301
20,173105
21,174053
22,171988
23,170320
24,173399
25,172812
26,172053
27,171291
28,170354
29,172322
30,173950
31,175660
32,175000
33,172718
34,172632
35,170895
36,170314
37,174372
38,176504
39,177951
40,173785
41,172241
42,174471
43,172529
44,172954
45,172807
46,171929
47,171863
48,175671
49,173941
50,169336
51,171358
52,168921
53,170717
54,170977
55,175177
56,171597
57,170216
58,166612
59,173561
60,172861
61,177205
62,172263
63,172134
64,173768
65,177313
66,176340
67,176404
68,177692
69,176163
70,177244
71,177626
72,176857
73,173174
74,176039
75,172690
76,173022
77,170554
78,170717
79,168943
80,169398
81,178245
82,177607
83,177117
84,176930
85,177218
86,177168
87,175499
88,172763
89,175879
90,174661
91,175647
92,175711
93,175394
94,174603
95,174250
96,175334
97,172536
98,167357
99,175607
100,174367
101,174167
102,176434
103,173495
104,170643
105,172926
106,172027
107,178602
108,173187
109,172584
110,173484
111,174345
112,175592
113,174836
114,176257
115,175496
116,171599
117,174439
118,176148
119,174081
120,176784
121,175059
122,176465
123,174741
124,171306
125,169680
126,171769
127,177546
128,173189
129,177050
130,173176
131,174620
132,172360
133,173224
134,177548
135,181152
136,180076
137,179919
138,175423
139,178486
140,178187
141,174908
142,174896
143,177132
144,174351
145,180443
146,180473
147,181890
148,174018
149,177826
150,180046
151,180673
152,177139
153,179189
154,177840
155,176540
156,177631
157,174183
158,174857
159,177694
160,175800
161,174956
162,176573
163,176426
164,176781
165,177647
166,177186
167,176491
168,177657
169,176542
170,176587
171,175436
172,174063
173,175492
174,173795
175,178490
176,176298
177,173324
178,173777
179,174614
180,171826
181,177359
182,174774
183,176385
184,175577
185,171444
186,172136
187,174135
188,173978
189,176378
190,173408
191,178068
192,175337
193,177290
194,176417
195,174269
196,175625
197,170924
198,169053
199,171232
