generation,prey_fitness,predator_fitness,num_alive_end,avg_bb_size,var_bb_size,avg_shortest_dist,swarm_density_count,prey_neurons_connected_prey_retina,prey_neurons_connected_predator_retina,predator_neurons_connected_prey_retina,num_attacks
447,149310.000000,50692.000000,59,4873.824159,18299107.852241,19.156311,9.464197,3,0,4,107
448,145353.000000,54649.000000,54,6118.801671,30252774.614039,16.486756,7.507256,3,0,4,139
449,141639.000000,58363.000000,49,5608.568524,26743562.824411,18.366574,7.685650,3,0,4,137
450,157759.000000,42243.000000,63,3099.620905,5045429.242373,18.302861,8.672521,3,0,4,106
451,123515.000000,76487.000000,36,6377.678659,65078176.534894,20.941637,7.283155,3,0,4,115
452,102587.000000,97415.000000,18,2892.283872,6061474.308327,22.100186,4.772471,3,0,4,146
453,144312.000000,55690.000000,51,3373.951424,12489688.733177,19.542028,7.532642,3,0,5,111
454,130136.000000,69866.000000,32,5352.243036,22357344.659006,20.541117,6.527466,3,0,5,142
455,158658.000000,41344.000000,58,2218.099017,2635087.407894,18.042952,9.324951,3,0,5,107
456,150125.000000,49877.000000,58,2547.180528,14707870.232946,18.882998,8.475926,3,0,5,111
457,154599.000000,45403.000000,56,1907.734983,1603220.240691,18.660718,8.459868,3,0,5,107
458,124986.000000,75016.000000,45,1892.690974,2310706.373466,21.230113,7.018236,3,0,5,101
459,139562.000000,60440.000000,48,2149.800414,3333085.986040,19.462009,10.170522,3,0,5,118
460,143472.000000,56530.000000,53,3395.149788,6518718.597695,20.782967,8.135425,3,0,5,99
461,158235.000000,41767.000000,65,1763.889964,1354901.230883,18.767262,8.527745,3,0,5,101
462,143463.000000,56539.000000,52,2462.289262,4959815.267782,20.487310,9.589359,3,0,5,94
463,150683.000000,49319.000000,61,1748.565226,825301.290504,20.230889,7.253637,3,0,5,101
464,138538.000000,61464.000000,47,3564.709104,21926468.876154,19.817887,6.428786,3,0,5,136
465,139578.000000,60424.000000,47,3937.846159,35337809.995811,19.061913,9.688382,3,0,5,130
466,134365.000000,65637.000000,44,2412.345217,2720916.849026,17.912786,10.146556,3,0,5,131
467,135831.000000,64171.000000,47,3571.263044,15184308.285409,19.326433,10.125052,3,0,5,110
468,131358.000000,68644.000000,44,1708.723342,5606637.956347,20.322521,9.425568,3,0,5,119
469,155701.000000,44301.000000,63,2371.000124,2347906.094490,17.762066,13.241263,3,0,5,92
470,149586.000000,50416.000000,59,2834.716307,7644718.631861,17.903689,8.913760,3,0,5,128
471,140794.000000,59208.000000,53,3848.228496,17054905.869863,18.791984,9.477550,3,0,5,114
472,145036.000000,54966.000000,53,2857.049939,6359485.060243,18.026221,9.375084,3,0,5,122
473,139530.000000,60472.000000,53,1967.850196,1805700.695142,18.756705,11.035767,3,0,5,105
474,127228.000000,72774.000000,42,2389.506537,3490293.155497,21.240234,10.541564,3,0,5,111
475,135935.000000,64067.000000,50,1909.520203,2166499.926344,19.873132,7.687458,3,0,5,102
476,140858.000000,59144.000000,53,2574.020305,3236798.542746,18.681621,8.902050,3,0,5,119
477,144733.000000,55269.000000,59,1676.361410,1144984.555607,18.385241,10.730760,3,0,5,104
478,150180.000000,49822.000000,61,1806.206037,1290951.694312,17.700091,14.324033,3,0,5,91
479,159242.000000,40760.000000,69,1964.945995,1523399.402493,18.371784,14.080772,3,0,5,67
480,166134.000000,33868.000000,73,3236.856285,11998313.395252,14.933357,16.955747,4,0,5,99
481,167183.000000,32819.000000,75,3589.431521,10516462.215101,13.445736,11.170466,4,0,5,90
482,149095.000000,50907.000000,66,5692.620901,23622755.094075,13.565631,25.396864,4,0,5,88
483,158454.000000,41548.000000,71,3734.740868,64180217.640236,15.219740,19.265448,4,0,5,75
484,168003.000000,31999.000000,74,3231.372312,9640938.957914,14.217745,13.740175,4,0,5,104
485,155896.000000,44106.000000,66,3257.931482,9810965.259880,15.467960,12.543174,4,0,5,117
486,155187.000000,44815.000000,66,3019.437883,7444090.711007,15.577439,12.007397,4,0,5,88
487,145082.000000,54920.000000,56,2634.718058,3096432.698755,16.167249,17.722362,4,0,5,92
488,161163.000000,38839.000000,72,3178.743273,7342905.642514,14.429876,19.162994,4,0,5,79
489,160924.000000,39078.000000,74,2300.985669,4301833.165003,14.667696,15.802306,4,0,5,104
490,151689.000000,48313.000000,66,2232.531013,3554180.706381,15.412958,14.895028,4,0,5,125
491,157970.000000,42032.000000,70,7096.658528,65089425.244739,13.226874,20.987389,4,0,5,100
492,159524.000000,40478.000000,75,2932.833133,3590474.959443,14.336431,15.320037,4,0,5,87
493,159876.000000,40126.000000,68,7939.670431,92133211.684814,14.828943,21.807106,4,0,5,86
494,152594.000000,47408.000000,67,5112.298686,22759804.728511,14.425249,16.186716,4,0,5,103
495,158708.000000,41294.000000,69,1943.057900,1845201.760164,16.472053,12.876041,4,0,5,99
496,158087.000000,41915.000000,69,2811.196523,5070347.982415,15.348872,14.654429,4,0,5,120
497,167800.000000,32202.000000,79,3151.803938,8200415.663468,14.002963,14.999943,4,0,5,108
498,160344.000000,39658.000000,72,4603.190628,15026699.911041,14.987547,10.121307,4,0,5,114
