,
1,610.997
2,587.603
3,610.767
4,613.333
5,575.584
6,585.001
7,603.063
8,592.669
9,563.597
10,558.014
11,517.634
12,503.017
13,470.881
14,536.963
15,565.227
16,484.012
17,476.902
18,464.88
19,456.669
20,480.086
21,465.186
22,427.301
23,419.591
24,418.004
25,431.034
26,483.853
27,458.438
28,418.22
29,424.631
30,379.578
31,415.464
32,380.752
33,410.323
34,421.153
35,389.243
36,380.224
37,352.448
38,341.55
39,325.058
40,295.823
41,245.624
42,353.469
43,336.201
44,325.047
45,416.174
46,443.121
47,501.879
48,532.662
49,527.682
50,549.873
51,550.061
52,611.705
53,623.617
54,608.867
55,589.683
56,594.247
57,630.91
58,577.782
59,618.607
60,628.438
61,587.358
62,606.547
63,619.987
64,600.253
65,637.191
66,659.907
67,716.614
68,725.417
69,774.471
70,684.86
71,702.615
72,829.13
73,774.815
74,801.005
75,1030.08
76,1162.82
77,1167.66
78,1213.79
79,1132.62
80,1247.16
81,1237.36
82,1267.87
83,1341.8
84,1335.56
85,1363.45
86,1274.61
87,1306.26
88,1320.7
89,1415.87
90,1281.42
91,1315.66
92,1280.48
93,1279.27
94,1317.94
95,1302.08
96,1288.9
97,1321.07
98,1343.43
99,1360.43
100,1303.58
101,1379.8
102,1403.28
103,1364.45
104,1373.05
105,1333.96
106,1368.7
107,1350.63
108,1317.25
109,1281.49
110,1282.01
111,1279.44
112,1319.1
113,1350.74
114,1381.11
115,1429.21
116,1403.28
117,1383.4
118,1420.01
119,1400.79
120,1392.62
121,1429.77
122,1387.83
123,1390.33
124,1376.33
125,1392.51
126,1425.08
127,1393.06
128,1450.82
129,1447.35
130,1380.73
131,1402.17
132,1364.82
133,1354.65
134,1293.81
135,1309.05
136,1286.42
137,1347.5
138,1335.54
139,1312.02
140,1378.97
141,1303.53
142,1363.86
143,1341.93
144,1322.29
145,1293.1
146,1291.08
147,1293.19
148,1338.47
149,1331.84
150,1290.84
151,1344.49
152,1402.18
153,1469.35
154,1503.07
155,1504.69
156,1507.93
157,1539.04
158,1491.37
159,1507.74
160,1517.69
161,1507.38
162,1501.01
163,1454.25
164,1453.75
165,1473.29
166,1501.65
167,1460.38
168,1427.84
169,1408.74
170,1388.96
171,1432.98
172,1475.21
173,1523.19
174,1586.09
175,1617
176,1625
177,1499.44
178,1510.82
179,1525.12
180,1474.48
181,1422.91
182,1428.66
183,1429.36
184,1451.25
185,1483.22
186,1381.03
187,1422.81
188,1389.91
189,1492.51
190,1474.85
191,1494.86
192,1598.98
193,1515.38
194,1521.48
195,1474.02
196,1472.4
197,1485.63
198,1473.89
199,1474.57
200,1437.87
201,1473.21
202,1403.29
203,1407.88
204,1372.79
205,1344.46
206,1389.38
207,1433.26
208,1413.01
209,1425.84
210,1444.88
211,1460.58
212,1427.56
213,1434.89
214,1392.55
215,1422.79
216,1384.88
217,1401.24
218,1412.57
219,1440.1
220,1475.7
221,1502.4
222,1500.61
223,1538.66
224,1441.84
225,1504.72
226,1475.3
227,1433.39
228,1382.12
229,1389.27
230,1516.25
231,1503.31
232,1505.17
233,1517.29
234,1539.12
235,1569.47
236,1591.8
237,1667.48
238,1642.9
239,1510.22
240,1576.2
241,1593.73
242,1612.67
243,1675.58
244,1781.67
245,1857.81
246,1781.06
247,1840.25
248,1788.15
249,1850.37
250,1846.64
251,1820.85
252,2007.19
253,1968.35
254,2076.05
255,2283
256,2379.12
257,2402.91
258,2584.5
259,2717.5
260,2654.62
261,2605.04
262,2662.26
263,2509.3
264,2541.04
265,2597.45
266,2677.12
267,2907.59
268,2900.66
269,2751.75
270,2493
271,2245.03
272,2055.22
273,2002.14
274,2173.75
275,1903.45
276,2003.64
277,2292.77
278,2292.49
279,2112.32
280,2561.48
281,2737.38
282,2614.57
283,2769.97
284,2544.2
285,2429.66
286,2665.23
287,2536.52
288,2877.78
289,2864.56
290,2772.52
291,2811.86
292,2517.81
293,2429.63
294,2167.6
295,2335.85
296,2285.44
297,2300.24
298,2233.36
299,1927.8
300,1871.59
301,2028.02
302,2363.44
303,2502.05
304,2365.71
305,2207.93
306,2347.67
307,2173.5
308,2050.41
309,2025.87
310,2019.19
311,2201.54
312,2076.83
313,1961.26
314,1921.69
315,1939.09
316,1883.73
317,1666.81
318,1725.78
319,1744.93
320,1798.05
321,1740.79
322,1813.27
323,1823.55
324,1686.72
325,1662.56
326,1597.23
327,1615.12
328,1746.21
329,1715.24
330,1716.41
331,1686.07
332,1636.54
333,1699.33
334,1633.54
335,1607.33
336,1603.64
337,1518.73
338,1522.87
339,1569.51
340,1566.28
341,1587.88
342,1580.76
343,1541.9
344,1500.31
345,1503.6
346,1468.66
347,1537.71
348,1506.63
349,1487.46
350,1577.36
351,1580.09
352,1654.77
353,1584.24
354,1584.86
355,1681.63
356,1655.84
357,1736.43
358,1729.86
359,1625.23
360,1654.1
361,1752.02
362,1744.6
363,1722.71
364,1723.9
365,1888.3
366,1943.14
367,2015.92
368,2056.11
